"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,786,1,491,1,786,1,786,1,486
1,493,1,491,1,786,1,1,786,786
1,786,1,493,1,491,1,786,1,786
1,786,1,786,1,465,1,486,1,490
1,491,1,518,1,786,1,786,1,486
1,491,1,486,1,786,1,786,1,786
1,786,1,786,1,486,1,786,1,491
1,487,1,518,1,486,1,493,1,490
1,491,1,475,1,786,1,491,1,493
1,786,1,491,1,486,1,786,1,482
1,786,1,491,1,490,1,496,1,486
1,491,1,511,1,786,1,487,1,786
1,486,1,518,1,786,1,491,1,491
1,466,1,493,1,786,1,491,1,786
1,466,1,786,1,486,1,786,1,481
1,486,1,786,1,486,1,786,1,486
1,786,1,786,1,486,1,493,1,786
1,493,1,786,1,786,1,486,1,786
1,511,1,518,1,486,1,491,1,786
1,786,1,786,1,493,1,786,1,518
1,486,1,486,1,493,1,491,1,786
1,786,1,491,1,786,1,466,1,466
1,491,1,491,1,486,1,786,1,786
1,486,1,493,1,466,1,493,1,491
1,490,1,493,1,786,1,486,1,461
1,496,1,486,1,786,1,786,1,491
1,786,1,786,1,493,1,786,1,491
1,786,1,491,1,486,1,491,1,786
1,786,1,491,1,786,1,491,1,486
1,491,1,507,1,518,1,493,1,491
1,786,1,486,1,491,1,486,1,491
1,486,1,496,1,486,1,491,1,466
1,518,1,786,1,486,1,491,1,491
1,486,1,491,1,486,1,786,1,518
1,515,1,486,1,491,1,490,1,486
1,493,1,466,1,491,1,491,1,486
1,486,1,486,1,486,1,486,1,491
1,466,1,486,1,486,1,491,1,486
1,491,1,518,1,486,1,486,1,491
1,518,1,486,1,486,1,493,1,491
1,786,1,486,1,486,1,786,1,486
1,486,1,486,1,483,1,491,1,491
1,491,1,491,1,490,1,491,1,491
1,491,1,786,1,786,1,786,1,511
1,491,1,518,1,493,1,518,1,518
1,518,1,518,1,518,1,511,1,486
1,511,1,510,1,512,1,491,1,786
1,518,1,491,1,786,1,493,1,493
1,486,1,486,1,491,1,493,1,486
1,786,1,486,1,518,1,786,1,486
1,512,1,518,1,486,1,486,1,486
1,518,1,518,1,486,1,786,1,518
1,518,1,486,1,518,1,486,1,491
1,491,1,486,1,491,1,486,1,518
1,491,1,482,1,486,1,510,1,507
1,486,1,511,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,486,1,481,1,786,1,786
1,786,1,511,1,786,1,486,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,493,1,786,1,786
1,786,1,486,1,786,1,786,1,786
1,786,1,480,1,486,1,486,1,786
1,491,1,786,1,466,1,486,1,786
1,491,1,496,1,786,1,486,1,486
1,518,1,786,1,786,1,786,1,466
1,786,1,786,1,511,1,482,1,786
1,493,1,511,1,786,1,786,1,786
1,486,1,786,1,493,1,786,1,786
1,786,1,486,1,487,1,786,1,515
1,491,1,786,1,518,1,482,1,786
1,486,1,518,1,486,1,466,1,482
1,487,1,786,1,786,1,491,1,486
1,510,1,786,1,513,1,518,1,490
1,493,1,491,1,493,1,486,1,486
1,486,1,486,1,511,1,493,1,486
1,511,1,486,1,491,1,493,1,465
1,518,1,486,1,786,1,491,1,486
1,486,1,486,1,518,1,486,1,518
1,491,1,486,1,486,1,510,1,495
1,518,1,510,1,466,1,786,1,786
1,786,1,786,1,786,1,786,1,491
1,786,1,519,1,786,1,474,1,786
1,786,1,786,1,470,1,478,1,786
1,518,1,786,1,786,1,786,1,786
1,786,1,786,1,491,1,465,1,786
1,496,1,515,1,486,1,491,1,786
1,491,1,491,1,786,1,786,1,786
1,786,1,463,1,786,1,491,1,492
1,482,1,511,1,486,1,486,1,515
1,518,1,486,1,486,1,486,1,478
1,486,1,486,1,486,1,786,1,486
1,486,1,514,1,786,1,515,1,496
1,487,1,518,1,786,1,518,1,491
1,511,1,486,1,491,1,486,1,510
1,486,1,516,1,486,1,491,1,518
1,515,1,510,1,486,1,486,1,486
1,486,1,510,1,486,1,786,1,786
1,786,1,1,786,786,1,786,1,786
1,786,1,786,1,786,1,496,1,786
1,786,1,464,1,786,1,786,1,786
1,493,1,493,1,786,1,486,1,491
1,491,1,493,1,516,1,518,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,490,1,786,1,786
1,462,1,786,1,515,1,786,1,786
1,786,1,786,1,486,1,786,1,786
1,491,1,491,1,486,1,491,1,491
1,786,1,491,1,486,1,786,1,786
1,486,1,486,1,491,1,486,1,507
1,493,1,786,1,786,1,486,1,493
1,786,1,786,1,786,1,786,1,786
1,786,1,486,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,491,1,786,1,786,1,487,1,1
786,786,1,786,1,786,1,786,1,786
1,786,1,786,1,491,1,786,1,786
1,466,1,786,1,786,1,486,1,786
1,786,1,486,1,491,1,486,1,486
1,786,1,491,1,786,1,486,1,786
1,491,1,519,1,491,1,786,1,786
1,491,1,486,1,786,1,786,1,786
1,493,1,786,1,786,1,786,1,786
1,487,1,518,1,786,1,786,1,786
1,786,1,786,1,491,1,786,1,486
1,466,1,482,1,786,1,786,1,491
1,786,1,786,1,486,1,518,1,786
1,786,1,511,1,786,1,786,1,786
1,786,1,786,1,493,1,786,1,786
1,786,1,786,1,786,1,786,1,466
1,786,1,786,1,514,1,786,1,786
1,786,1,491,1,491,1,786,1,786
1,491,1,786,1,491,1,491,1,786
1,491,1,786,1,486,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,491
1,786,1,786,1,786,1,786,1,786
1,786,1,491,1,786,1,786,1,786
1,465,1,491,1,786,1,486,1,486
1,461,1,486,1,786,1,493,1,486
1,786,1,786,1,786,1,491,1,786
1,786,1,511,1,786,1,491,1,486
1,491,1,491,1,466,1,786,1,786
1,786,1,786,1,493,1,486,1,518
1,786,1,493,1,493,1,786,1,786
1,491,1,482,1,496,1,491,1,786
1,786,1,491,1,491,1,486,1,464
1,491,1,491,1,491,1,786,1,786
1,518,1,786,1,786,1,786,1,786
1,491,1,486,1,512,1,786,1,486
1,786,1,486,1,491,1,491,1,486
1,786,1,486,1,491,1,786,1,518
1,786,1,518,1,492,1,786,1,786
1,486,1,786,1,786,1,486,1,486
1,515,1,491,1,786,1,493,1,786
1,491,1,786,1,478,1,482,1,491
1,491,1,486,1,786,1,786,1,786
1,786,1,496,1,786,1,786,1,485
1,786,1,786,1,786,1,466,1,786
1,486,1,786,1,786,1,486,1,493
1,515,1,786,1,515,1,491,1,491
1,491,1,482,1,786,1,786,1,486
1,491,1,786,1,786,1,486,1,491
1,491,1,786,1,486,1,481,1,493
1,514,1,786,1,786,1,786,1,786
1,786,1,491,1,786,1,786,1,786
1,786,1,518,1,518,1,786,1,786
1,491,1,466,1,490,1,786,1,486
1,491,1,786,1,486,1,786,1,491
1,786,1,491,1,486,1,486,1,486
1,486,1,486,1,486,1,786,1,518
1,486,1,786,1,486,1,786,1,518
1,786,1,491,1,491,1,486,1,491
1,486,1,491,1,786,1,486,1,486
1,493,1,491,1,486,1,786,1,490
1,491,1,511,1,786,1,786,1,491
1,486,1,515,1,465,1,491,1,491
1,786,1,492,1,492,1,493,1,491
1,491,1,491,1,466,1,486,1,491
1,491,1,486,1,786,1,493,1,786
1,786,1,491,1,786,1,491,1,486
1,486,1,786,1,482,1,486,1,786
1,491,1,514,1,514,1,786,1,518
1,490,1,491,1,491,1,486,1,786
1,786,1,491,1,486,1,493,1,786
1,518,1,493,1,786,1,786,1,486
1,491,1,491,1,486,1,786,1,491
1,486,1,486,1,486,1,486,1,491
1,491,1,786,1,786,1,786,1,486
1,486,1,487,1,786,1,511,1,493
1,786,1,491,1,482,1,518,1,486
1,486,1,786,1,487,1,466,1,486
1,486,1,493,1,507,1,486,1,491
1,491,1,486,1,493,1,491,1,486
1,486,1,491,1,486,1,491,1,486
1,486,1,786,1,486,1,487,1,518
1,493,1,786,1,481,1,491,1,786
1,487,1,491,1,491,1,786,1,486
1,486,1,491,1,486,1,491,1,491
1,486,1,491,1,491,1,486,1,486
1,515,1,491,1,493,1,518,1,511
1,486,1,493,1,486,1,486,1,786
1,486,1,473,1,518,1,482,1,491
1,482,1,786,1,496,1,490,1,786
1,493,1,491,1,491,1,491,1,486
1,518,1,491,1,491,1,494,1,786
1,493,1,491,1,786,1,486,1,486
1,493,1,496,1,491,1,496,1,491
1,486,1,786,1,491,1,493,1,486
1,518,1,486,1,786,1,491,1,486
1,786,1,491,1,518,1,491,1,491
1,491,1,486,1,518,1,466,1,493
1,518,1,786,1,491,1,786,1,486
1,515,1,491,1,491,1,786,1,486
1,486,1,491,1,486,1,486,1,786
1,491,1,511,1,486,1,486,1,486
1,491,1,508,1,491,1,491,1,491
1,482,1,486,1,486,1,486,1,486
1,1,491,491,1,491,1,481,1,491
1,518,1,486,1,486,1,486,1,518
1,491,1,786,1,486,1,491,1,491
1,486,1,486,1,1,491,491,1,518
1,490,1,491,1,501,1,486,1,507
1,491,1,486,1,491,1,491,1,491
1,518,1,486,1,482,1,491,1,491
1,491,1,507,1,518,1,493,1,491
1,518,1,486,1,491,1,491,1,491
1,518,1,486,1,492,1,486,1,507
1,491,1,486,1,493,1,486,1,493
1,491,1,486,1,491,1,491,1,491
1,518,1,786,1,491,1,491,1,486
1,507,1,494,1,491,1,482,1,518
1,491,1,482,1,518,1,493,1,486
1,518,1,491,1,486,1,491,1,482
1,486,1,486,1,491,1,464,1,491
1,482,1,486,1,482,1,492,1,491
1,491,1,491,1,486,1,491,1,486
1,486,1,491,1,786,1,491,1,491
1,510,1,491,1,513,1,486,1,486
1,491,1,518,1,482,1,482,1,518
1,491,1,491,1,482,1,485,1,512
1,486,1,491,1,486,1,491,1,486
1,493,1,491,1,491,1,518,1,491
1,518,1,486,1,518,1,518,1,486
1,507,1,486,1,491,1,486,1,491
1,491,1,491,1,491,1,493,1,491
1,491,1,486,1,491,1,511,1,486
1,482,1,491,1,518,1,491,1,486
1,486,1,486,1,491,1,486,1,511
1,491,1,486,1,491,1,486,1,486
1,486,1,518,1,482,1,491,1,491
1,486,1,492,1,491,1,491,1,486
1,518,1,491,1,482,1,491,1,491
1,786,1,786,1,461,1,786,1,786
1,1,786,786,1,786,1,493,1,786
1,786,1,786,1,786,1,493,1,786
1,486,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,486,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,486,1,786,1,478,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,486,1,786
1,486,1,786,1,512,1,466,1,786
1,786,1,491,1,786,1,786,1,786
1,486,1,486,1,786,1,486,1,493
1,491,1,466,1,491,1,462,1,486
1,786,1,786,1,486,1,786,1,786
1,485,1,786,1,786,1,491,1,486
1,786,1,786,1,786,1,491,1,518
1,491,1,465,1,511,1,486,1,486
1,486,1,486,1,486,1,482,1,486
1,491,1,515,1,486,1,486,1,486
1,486,1,486,1,786,1,486,1,486
1,493,1,786,1,486,1,786,1,518
1,486,1,491,1,486,1,491,1,486
1,491,1,786,1,486,1,507,1,518
1,486,1,493,1,486,1,486,1,478
1,486,1,486,1,486,1,491,1,491
1,486,1,786,1,486,1,486,1,491
1,486,1,786,1,486,1,491,1,513
1,486,1,493,1,494,1,486,1,491
1,491,1,491,1,486,1,486,1,491
1,515,1,491,1,491,1,518,1,486
1,486,1,486,1,486,1,486,1,491
1,486,1,486,1,486,1,493,1,491
1,491,1,491,1,491,1,486,1,518
1,491,1,493,1,486,1,492,1,486
1,486,1,486,1,491,1,486,1,491
1,515,1,486,1,518,1,486,1,491
1,491,1,491,1,486,1,518,1,491
1,491,1,786,1,491,1,512,1,486
1,510,1,491,1,491,1,491,1,491
1,491,1,491,1,486,1,486,1,491
1,515,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,518,1,786
1,486,1,786,1,486,1,786,1,493
1,486,1,786,1,486,1,486,1,786
1,491,1,486,1,491,1,486,1,786
1,486,1,486,1,478,1,486,1,486
1,486,1,786,1,493,1,486,1,491
1,518,1,511,1,511,1,786,1,515
1,518,1,486,1,518,1,491,1,486
1,511,1,786,1,515,1,486,1,486
1,486,1,500,1,486,1,513,1,486
1,486,1,486,1,486,1,486,1,493
1,491,1,491,1,511,1,491,1,491
1,511,1,486,1,491,1,491,1,491
1,491,1,486,1,491,1,491,1,493
1,486,1,493,1,493,1,486,1,511
1,481,1,518,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,491,1,465,1,786
1,786,1,786,1,486,1,512,1,486
1,486,1,486,1,491,1,786,1,491
1,486,1,512,1,491,1,491,1,786
1,786,1,486,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,486,1,491,1,786
1,786,1,493,1,786,1,786,1,493
1,486,1,786,1,491,1,486,1,486
1,496,1,486,1,516,1,786,1,493
1,486,1,491,1,786,1,486,1,786
1,491,1,491,1,491,1,486,1,491
1,482,1,486,1,486,1,519,1,486
1,466,1,786,1,786,1,786,1,486
1,493,1,490,1,491,1,493,1,786
1,786,1,786,1,477,1,786,1,486
1,786,1,518,1,487,1,466,1,786
1,518,1,786,1,786,1,786,1,482
1,786,1,786,1,786,1,786,1,493
1,491,1,486,1,493,1,486,1,512
1,491,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,491
1,496,1,786,1,491,1,786,1,786
1,491,1,786,1,786,1,518,1,786
1,486,1,786,1,786,1,786,1,491
1,786,1,486,1,786,1,786,1,518
1,491,1,786,1,786,1,786,1,1
786,786,1,786,1,786,1,493,1,496
1,786,1,786,1,514,1,514,1,490
1,1,786,786,1,486,1,786,1,487
1,491,1,786,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,482
1,466,1,786,1,786,1,486,1,786
1,786,1,466,1,786,1,786,1,786
1,786,1,515,1,786,1,786,1,786
1,786,1,786,1,466,1,786,1,786
1,514,1,786,1,486,1,491,1,511
1,518,1,491,1,482,1,486,1,518
1,491,1,493,1,493,1,487,1,486
1,486,1,786,1,466,1,486,1,486
1,491,1,491,1,493,1,786,1,491
1,486,1,786,1,786,1,482,1,486
1,786,1,490,1,491,1,518,1,786
1,486,1,786,1,486,1,486,1,491
1,491,1,786,1,786,1,786,1,486
1,786,1,786,1,786,1,786,1,786
1,493,1,491,1,786,1,491,1,786
1,482,1,493,1,786,1,514,1,786
1,786,1,786,1,786,1,786,1,786
1,491,1,491,1,786,1,491,1,491
1,786,1,1,491,491,1,514,1,786
1,518,1,486,1,491,1,786,1,482
1,786,1,786,1,786,1,786,1,486
1,491,1,491,1,465,1,786,1,491
1,511,1,786,1,486,1,786,1,511
1,786,1,491,1,491,1,786,1,486
1,486,1,491,1,486,1,786,1,491
1,493,1,786,1,507,1,465,1,786
1,786,1,491,1,486,1,786,1,487
1,786,1,486,1,786,1,786,1,516
1,786,1,491,1,786,1,786,1,511
1,491,1,486,1,786,1,786,1,486
1,466,1,466,1,486,1,481,1,486
1,491,1,486,1,466,1,486,1,486
1,486,1,486,1,486,1,486,1,486
1,466,1,486,1,493,1,492,1,491
1,486,1,518,1,491,1,491,1,486
1,486,1,491,1,491,1,491,1,518
1,491,1,486,1,486,1,482,1,493
1,491,1,493,1,491,1,464,1,491
1,786,1,486,1,511,1,491,1,518
1,466,1,491,1,786,1,786,1,1
491,491,1,507,1,486,1,491,1,486
1,491,1,486,1,786,1,491,1,491
1,491,1,486,1,786,1,493,1,486
1,486,1,493,1,786,1,518,1,493
1,486,1,786,1,786,1,491,1,786
1,486,1,486,1,486,1,491,1,491
1,491,1,518,1,786,1,486,1,466
1,491,1,493,1,486,1,493,1,486
1,486,1,466,1,493,1,491,1,491
1,491,1,786,1,491,1,486,1,786
1,491,1,491,1,486,1,486,1,486
1,490,1,491,1,491,1,486,1,511
1,482,1,491,1,491,1,486,1,486
1,482,1,491,1,466,1,491,1,486
1,786,1,491,1,786,1,486,1,786
1,491,1,486,1,486,1,486,1,518
1,491,1,493,1,491,1,518,1,486
1,786,1,486,1,487,1,518,1,486
1,486,1,491,1,493,1,491,1,486
1,491,1,491,1,491,1,491,1,518
1,486,1,518,1,486,1,493,1,491
1,491,1,496,1,486,1,786,1,491
1,493,1,493,1,491,1,491,1,518
1,491,1,491,1,491,1,491,1,493
1,486,1,493,1,491,1,486,1,491
1,486,1,482,1,491,1,491,1,466
1,486,1,511,1,491,1,486,1,514
1,493,1,786,1,511,1,491,1,486
1,786,1,486,1,786,1,486,1,485
1,491,1,491,1,486,1,491,1,511
1,491,1,491,1,486,1,486,1,491
1,491,1,493,1,486,1,491,1,491
1,491,1,786,1,486,1,786,1,518
1,490,1,518,1,518,1,486,1,518
1,518,1,486,1,496,1,486,1,786
1,486,1,486,1,491,1,482,1,491
1,486,1,491,1,786,1,786,1,486
1,491,1,486,1,482,1,491,1,786
1,515,1,491,1,491,1,507,1,486
1,486,1,486,1,486,1,491,1,486
1,485,1,486,1,491,1,491,1,491
1,482,1,486,1,486,1,491,1,466
1,518,1,491,1,491,1,518,1,491
1,496,1,515,1,486,1,486,1,486
1,486,1,518,1,486,1,493,1,511
1,486,1,486,1,491,1,466,1,486
1,482,1,512,1,481,1,491,1,483
1,486,1,491,1,486,1,518,1,491
1,491,1,786,1,518,1,518,1,486
1,518,1,518,1,486,1,486,1,491
1,486,1,491,1,486,1,486,1,491
1,491,1,486,1,507,1,486,1,491
1,486,1,515,1,493,1,510,1,486
1,486,1,491,1,491,1,486,1,486
1,518,1,486,1,487,1,491,1,518
1,486,1,786,1,486,1,486,1,507
1,464,1,786,1,466,1,486,1,486
1,786,1,486,1,486,1,486,1,486
1,493,1,491,1,491,1,491,1,512
1,491,1,491,1,486,1,466,1,486
1,466,1,486,1,481,1,515,1,486
1,518,1,486,1,491,1,486,1,487
1,486,1,518,1,491,1,491,1,486
1,491,1,491,1,491,1,486,1,482
1,518,1,491,1,486,1,486,1,491
1,486,1,491,1,491,1,491,1,518
1,491,1,491,1,491,1,485,1,786
1,491,1,481,1,486,1,486,1,486
1,486,1,466,1,491,1,486,1,491
1,512,1,507,1,491,1,492,1,492
1,486,1,487,1,491,1,486,1,486
1,486,1,486,1,491,1,518,1,493
1,491,1,493,1,518,1,482,1,507
1,486,1,486,1,491,1,491,1,486
1,511,1,482,1,491,1,518,1,786
1,786,1,786,1,786,1,491,1,486
1,786,1,786,1,786,1,786,1,518
1,786,1,511,1,786,1,786,1,786
1,786,1,786,1,786,1,786,1,786
1,786,1,786,1,496,1,786,1,786
1,786,1,486,1,511,1,493,1,486
1,491,1,786,1,786,1,491,1,786
1,466,1,486,1,786,1,786,1,486
1,486,1,786,1,491,1,786,1,786
1,786,1,461,1,491,1,492,1,491
1,486,1,465,1,486,1,507,1,786
1,491,1,486,1,786,1,486,1,518
1,486,1,491,1,518,1,493,1,786
1,491,1,486,1,486,1,466,1,486
1,491,1,511,1,486,1,486,1,486
1,490,1,486,1,491,1,786,1,491
1,491,1,486,1,466,1,491,1,518
1,487,1,511,1,491,1,486,1,493
1,515,1,486,1,786,1,480,1,491
1,491,1,491,1,486,1,482,1,493
1,493,1,786,1,491,1,491,1,496
1,786,1,491,1,491,1,486,1,493
1,491,1,486,1,515,1,491,1,491
1,518,1,511,1,486,1,482,1,482
1,486,1,786,1,491,1,486,1,786
1,486,1,486,1,486,1,486,1,486
1,491,1,482,1,486,1,511,1,491
1,515,1,786,1,486,1,482,1,491
1,486,1,491,1,486,1,786,1,514
1,493,1,486,1,486,1,486,1,491
1,493,1,486,1,486,1,486,1,466
1,491,1,486,1,486,1,511,1,491
1,491,1,518,1,491,1,493,1,486
1,491,1,486,1,507,1,491,1,491
1,486,1,493,1,486,1,491,1,486
1,511,1,486,1,478,1,518,1,501
1,518,1,786,1,518,1,473,1,511
1,786,1,786,1,518,1,786,1,486
1,491,1,491,1,786,1,480,1,500
1,486,1,518,1,491,1,486,1,493
1,511,1,486,1,786,1,512,1,511
1,486,1,515,1,493,1,511,1,511
1,786,1,511,1,491,1,493,1,486
1,511,1,473,1,511,1,518,1,491
1,470,1,486,1,491,1,516,1,511
1,518,1,493,1,486,1,486,1,491
1,486,1,491,1,518,1,486,1,486
